/item/43;Copper x100;2.92;Common;Resource
/item/53;Scrap Metal x100;4.34;Common;Resource
/item/57;Scrap Metal x1000;43.38;Common;Resource
/item/85;Wires x100;7.01;Common;Resource
/item/106;Fuel x100;2.78;Common;Resource
/item/114;Coupons x10;0.22;Common;Resource
/item/118;Copper x1000;29.18;Common;Resource
/item/119;Coupons x100;2.43;Common;Resource
/item/137;Fuel x1000;28.95;Common;Resource
